cell_type,current_sp,time,current,voltage
SONY 18650 VTC60,21,2019-11-30T19:56:48.068646,21.06,3.458
SONY 18650 VTC60,21,2019-11-30T19:56:48.705090,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:49.303087,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:49.900671,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:50.499349,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:51.104912,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:51.718179,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:52.324537,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:52.937101,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:53.542179,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:54.154220,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:54.759408,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:55.363801,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:55.977310,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:56.583840,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:57.191500,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:57.799870,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:58.406220,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:59.013942,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:56:59.620801,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:57:00.229206,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:57:00.836462,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:57:01.442681,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:57:02.055836,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:57:02.661768,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:57:03.267402,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:57:03.874495,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:57:04.479544,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:57:05.085747,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:57:05.691629,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:57:06.304996,21.06,3.442
SONY 18650 VTC60,21,2019-11-30T19:57:06.911459,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:07.519918,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:08.128314,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:08.735083,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:09.349784,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:09.957283,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:10.565943,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:11.167406,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:11.775904,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:12.384941,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:12.992824,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:13.600841,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:14.208777,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:14.816755,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:15.424533,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:16.032773,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:16.639983,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:17.284749,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:17.878051,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:18.478366,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:19.078840,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:19.685744,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:20.294029,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:20.901010,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:21.508054,21.06,3.425
SONY 18650 VTC60,21,2019-11-30T19:57:22.114710,21.06,3.425
